referenznummer,titel,hauptberuf,firma,vollzeit,verguetungsangabe,festgehalt,gehaltsspanne_von,gehaltsspanne_bis,plz,ort,strasse,veroeffentlicht_am,eintritt_von,entfernung_km,quereinstieg_geeignet
10001-1003132412-S,Reinigungskraft (m/w/d) für Hornbach Vogelsdorf,Helfer/in - Reinigung,Reichel Dienstleistungen GmbH,False,STUNDENLOHN,15.0,,,15370,Fredersdorf-Vogelsdorf,Frankfurter Chaussee,2026-05-27,2026-06-18,22,True
12016-10004848179-S,Reinigungskraft m/w/d - Klinik - 40 Std./Woche,Helfer/in - Reinigung,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,JAHRESGEHALT,2200.0,,,10555,Berlin,,2026-07-13,2026-07-15,6,False
12537-2ABBD735BF4BDF62A66-S,Reinigungskraft (m/w/d) für Kita und Tagespflege,Hauswirtschafter/in,EJF gemeinnützige AG,,KEINE_ANGABEN,,,,13503,Berlin,Alt-Heiligensee 58,2026-06-22,2026-08-01,18,False
12016-10004763274-S,Reinigungskraft m/w/d 30 Stunden - Callcenter,Helfer/in - Reinigung,PerZukunft Arbeitsvermittlung GmbH&Co.KG,,STUNDENLOHN,13.9,,,13353,Berlin,,2026-07-01,2026-07-04,6,False
19220-4bbadc9b818fdd41-S,Reinigungskraft in der Filiale Teilzeit (m/w/d),Helfer/in - Reinigung,Lidl Dienstleistung GmbH & Co. KG,False,STUNDENLOHN,15.46,,,13585,Berlin,Neuendorfer Str.,2026-05-26,2026-08-01,15,False
12016-10004794287-S,Reinigungskraft ohne Abschluss (m/w/d) Kaufhaus in VZ/TZ,Gebäudereiniger/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10551,Berlin,,2026-07-06,2026-07-09,6,False
13386-2024427300-S,Reinigungskraft / Mitarbeiter Reinigung (m/w/d),Helfer/in - Reinigung,BURCHARD FÜHRER GMBH DESSAU,False,KEINE_ANGABEN,,,,14193,Berlin,Delbrückstr. 4a,2025-07-02,2026-04-30,10,False
12016-10004809173-S,Reinigungskraft m/w/d - Büroreinigung - Kein Wochenende!!,Helfer/in - Reinigung,PerZukunft Arbeitsvermittlung GmbH&Co.KG GmbH & Co. KG,,STUNDENLOHN,13.9,,,12681,Berlin,,2026-07-07,2026-07-11,8,False
13191-0062968249-S,Reinigungskraft Teilzeit 13353 Berlin (m/w/d),Gebäudereiniger/in,Wackler Holding SE,False,STUNDENLOHN,,15.0,15.0,13353,Berlin,,2026-02-19,2026-06-05,6,False
12016-10004736660-S,Reinigungskraft m/w/d Freinet Kindergarten - Teilzeit,Helfer/in - Reinigung,PerZukunft Arbeitsvermittlung GmbH&Co.KG,,STUNDENLOHN,13.9,,,13353,Berlin,,2026-06-26,2026-06-30,6,False
10000-1205698120-S,Reinigungskraft für Aufgang- und Treppenreinigung (m/w/d),Gebäudereiniger/in,Marnach Hauswartung GmbH,True,KEINE_ANGABEN,,,,12277,Berlin,Wilhelm-v-Siemens-Str,2026-03-03,2026-09-01,10,True
19546-2289847-S,Reinigungskraft (m/w/d) - ID: 14224,Helfer/in - Reinigung,Dussmann Service Deutschland GmbH Hauptverwaltung,False,KEINE_ANGABEN,,,,15738,Zeuthen,,2026-07-03,2026-07-13,23,False
13103-19967_JB4490813-S,Reinigungskraft (m/w/d) Teilzeit mit Maschinenkenntnissen,Helfer/in - Reinigung,Piepenbrock Dienstleistungsgruppe GmbH & Co.KG,True,KEINE_ANGABEN,,,,15745,Wildau bei Königs Wusterhausen,,2024-10-07,2026-07-02,25,False
12016-10004851390-S,Reinigungskraft m/w/d - 4-Sterne Hotel - unbefristet *,Helfer/in - Hotel,PerZukunft Arbeitsvermittlung GmbH&Co.KG GmbH & Co. KG,True,STUNDENLOHN,13.9,,,12681,Berlin,,2026-07-13,2026-07-15,8,False
12016-10004851389-S,"Reinigungskraft m/w/d für ein Büro - 19,55 Euro!!",Helfer/in - Reinigung,PerZukunft Arbeitsvermittlung GmbH&Co.KG GmbH & Co. KG,,STUNDENLOHN,13.9,,,12681,Berlin,,2026-07-13,2026-07-13,8,False
12016-10004753361-S,Reinigungskraft (m/w/d) Übertarifliche Vergütung AB SOFORT,Helfer/in - Reinigung,PerZukunft Arbeitsvermittlung GmbH&Co.KG,,STUNDENLOHN,13.9,,,10409,Berlin,,2026-06-30,2026-07-01,4,False
14891-0063751364-S,Hauswirtschafts- und Reinigungskraft (m/w/d) in Teltow,Helfer/in - Hauswirtschaft,Lafim-Diakonie Services GmbH,False,KEINE_ANGABEN,,,,14513,Teltow,Mahlower Straße 148b,2026-03-25,2026-07-07,16,False
12016-10004896037-S,"Reinigungskraft m/w/d - Kindergarten - Neukölln - 27,25 Euro",Helfer/in - Reinigung,PerZukunft Arbeitsvermittlung GmbH&Co.KG GmbH & Co. KG,,STUNDENLOHN,13.9,,,10319,Berlin,,2026-07-17,2026-07-21,6,False
12016-10004751266-S,Reinigungskraft - Reinigung private Haushalte (m/w/d),Helfer/in - Reinigung,PerZukunft Arbeitsvermittlung GmbH&Co.KG GmbH & Co. KG,,STUNDENLOHN,11.55,,,12681,Berlin,,2026-06-29,2026-07-03,8,False
13465-00021a2d5b3001-S,Reinigungskraft (m/w/d) Teilzeit: Treppenhausreinigung,Helfer/in - Reinigung,WISAG Job & Karriere GmbH & Co. KG,False,KEINE_ANGABEN,,,,14513,Teltow,,2022-04-07,2026-07-09,17,True
12016-10004822150-S,"Reinigungskraft m/w/d ab 23,27 Euro - Teilzeit",Helfer/in - Reinigung,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.5,,,13355,Berlin,,2026-07-09,2026-07-11,4,False
14763-44268929-624-S,Reinigungskraft (m/w/d)  Büroreinigung & Gebäudereinigung (30 Stunden) - Berlin,Gebäudereiniger/in,Vonovia SE,True,KEINE_ANGABEN,,,,10115,Berlin,,2026-06-25,2026-07-20,3,False
13947-00009d18274001-S,Reinigungskraft (m/w/d) UHR / Housekeeping bei der Berliner Stadtmission,Helfer/in - Reinigung,apetito catering B.V.GmbH & Co.KG,,KEINE_ANGABEN,,,,10557,Berlin,Lehrter Straße 68,2026-06-02,2026-10-01,5,False
12016-10004827459-S,"Reinigungskraft m/w/d - Bahnhofsreinigung - 4402,58 Euro",Helfer/in - Reinigung,PerZukunft Arbeitsvermittlung GmbH&Co.KG GmbH & Co. KG,,JAHRESGEHALT,13.9,,,12681,Berlin,,2026-07-09,2026-07-11,8,False
12016-10004802805-S,"Reinigungskraft  m/w/d  ab 28,31 Euro in Berlin Wedding",Gebäudereiniger/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,28.31,,,10999,Berlin,,2026-07-07,2026-07-11,1,False
12016-10004576297-S,Reinigungskraft (m/w/d) Montag - Freitag - Kreuzberg,Helfer/in - Reinigung,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,JAHRESGEHALT,1800.0,,,13409,Berlin,,2026-05-29,2026-06-01,7,False
12016-10004759679-S,Reinigungskraft (m/w/d) - Bahnhofsreinigung -  30 Std/Woche,Helfer/in - Reinigung,PerZukunft Arbeitsvermittlung GmbH&Co.KG GmbH & Co. KG,,STUNDENLOHN,13.9,,,10317,Berlin,,2026-06-30,2026-07-04,5,False
10001-1003332870-S,"Reinigungskraft (m/w/d), Vollzeit Kita Berlin Marzahn-Hellersdorf",Gebäudereiniger/in,Aleksander Djoric NEW Gebäudereinigung,True,STUNDENLOHN,15.0,,,13359,Berlin,Grüntaler Str.,2026-07-05,2026-07-09,6,
10001-1003014921-S,Reinigungskraft Minijob für Wohngruppe,Helfer/in - Reinigung,Johannesstift Diakonie Jugend- hilfe gGmbH,,KEINE_ANGABEN,,,,16547,Birkenwerder,,2026-05-04,2026-06-12,23,
13465-00021a6628f001-S,Reinigungskraft (m/w/d) Ladenreinigung | Teilzeit | Berlin-Tiergarten (Mitte),Helfer/in - Reinigung,WISAG Job & Karriere GmbH & Co. KG,False,STUNDENLOHN,15.0,,,10785,Berlin,,2026-07-02,2026-07-06,4,True
12016-10004800180-S,"Reinigungskraft (m/w/d)  für ein Krankenhaus - 27,25 Euro",Helfer/in - Reinigung,PerZukunft Arbeitsvermittlung GmbH&Co.KG GmbH & Co. KG,,STUNDENLOHN,13.9,,,12681,Berlin,,2026-07-06,2026-07-07,8,False
10001-1000294531-S,Reinigungskraft - Helfer/in Reinigung (m/w/d),Helfer/in - Reinigung,Security Scout GmbH,,KEINE_ANGABEN,,,,16540,Hohen Neuendorf,Gewerbestraße,2025-02-24,2026-06-22,19,
10001-1003397383-S,"Reinigungskraft (m/w/d) für Büro-, Sanitär-, Team- und Gästebereiche",Gebäudereiniger/in,Fuchs und Hase Camper GmbH,False,KEINE_ANGABEN,,,,13089,Berlin,Idunastraße,2026-07-16,2026-07-20,7,True
12016-10004790376-S,"Reinigungskraft m/w/d Grundreinigung 18,82€ Std.",Helfer/in - Reinigung,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,JAHRESGEHALT,1800.0,,,10787,Berlin,,2026-07-04,2026-07-04,6,False
12016-10004786411-S,"Reinigungskraft m/w/d - Krankenhausreinigung - 28,31 Euro",Helfer/in - Reinigung,PerZukunft Arbeitsvermittlung GmbH&Co.KG GmbH & Co. KG,,STUNDENLOHN,13.9,,,12681,Berlin,,2026-07-03,2026-07-06,8,False
12016-10004896029-S,Reinigungskraft m/w/d für ein Büro - 30 Std/Woche - Marzahn,Helfer/in - Reinigung,PerZukunft Arbeitsvermittlung GmbH&Co.KG GmbH & Co. KG,,STUNDENLOHN,13.9,,,12681,Berlin,,2026-07-17,2026-07-17,8,False
18011-k59915.3702-S,Reinigungskraft (m/w/d) als Springer in 14513 Teltow (3543),Gebäudereiniger/in,RWS Gebäudeservice GmbH,,STUNDENLOHN,15.0,,,14513,Teltow,,2026-07-14,2026-07-15,17,False
13947-00009d18368001-S,Reinigungskraft (m/w/d) in einem Seniorenheim in Berlin-Köpenick,Helfer/in - Reinigung,apetito catering B.V.GmbH & Co.KG,,KEINE_ANGABEN,,,,12559,Berlin,Müggelschlößchenweg 46,2026-06-15,2026-07-14,14,False
13465-00021a66819001-S,Reinigungskraft (m/w/d) Ladenreinigung | Teilzeit | Steglitz-Zehlendorf (Lankwitz),Helfer/in - Reinigung,WISAG Job & Karriere GmbH & Co. KG,False,KEINE_ANGABEN,,,,12247,Berlin,Kaiser-Wilhelm-Straße 76-78,2026-07-17,2026-07-17,10,True
12016-10004768251-S,"Reinigungskraft (m/w/d) - Sportanlage - 18,24 EUR",Helfer/in - Reinigung,PerZukunft Arbeitsvermittlung GmbH&Co.KG GmbH & Co. KG,True,STUNDENLOHN,12.6,,,12681,Berlin,,2026-07-01,2026-07-03,8,False
12016-10004861930-S,"Reinigungskraft m/w/d - U-Bahnhofreinigung - 3040,63 EUR Brutto",Helfer/in - Reinigung,PerZukunft Arbeitsvermittlung GmbH&Co.KG GmbH & Co. KG,,JAHRESGEHALT,13.9,,,12681,Berlin,,2026-07-14,2026-07-15,8,False
13465-00021a66293001-S,Reinigungskraft (m/w/d) Büroreinigung | Teilzeit | Berlin-Mitte (Potsdamer Platz),Helfer/in - Reinigung,WISAG Job & Karriere GmbH & Co. KG,False,STUNDENLOHN,15.0,,,10117,Berlin,,2026-07-02,2026-07-13,3,True
10000-1206286786-S,"Reinigungskraft (m,w,div.)",Gebäudereiniger/in,IGZ Institut für Gemüse-& Zierpflanzenbau e.V,False,KEINE_ANGABEN,,,,14979,Großbeeren,Theo-Echtermeyer-Weg,2026-04-24,2026-07-14,20,False
13191-0065721161-S,Reinigungskraft Vollzeit Teilzeit flexibel Berlin Mitte (m/w/d),Gebäudereiniger/in,Wackler Holding SE,True,STUNDENLOHN,,15.0,15.0,10557,Berlin,,2026-07-01,2026-07-22,5,False
10000-1203586571-S,"Reinigungskraft Aufgangsreinigung m/w/d, Vollzeit, Berlin",Gebäudereiniger/in,RPG Gebäudeverwaltung GmbH,True,KEINE_ANGABEN,,,,13129,Berlin,,2025-08-29,2026-07-15,9,True
10001-1003254455-S,Reinigungskraft/ Gebäudereiniger*in (m/w/d) mit Führerschein Klasse B gesucht - tolles Team geboten!,Gebäudereiniger/in,Quadrat Facility Services GmbH,True,KEINE_ANGABEN,,,,,Berlin,,2026-06-19,2026-07-09,3,
10001-1003058403-S,Reinigungskraft (m/w/d) Ref.: JKa 39717,Helfer/in - Hauswirtschaft,Work-Life-Management GmbH,,STUNDENLOHN,,16.0,18.0,14195,Berlin,,2026-05-11,2026-07-01,11,
13465-00021a66825001-S,"Reinigungskraft (m/w/d) 16,50 €/h | Teil- o. Vollzeit | Frühschicht | Berlin Mitte",Helfer/in - Reinigung,WISAG Job & Karriere GmbH & Co. KG,True,KEINE_ANGABEN,,,,10117,Berlin,,2026-07-17,2026-07-17,3,True
10001-1003011864-S,Reinigungskraft & Gartenpflege in Schkopau,Helfer/in - Reinigung,ReGo GmbH,True,STUNDENLOHN,,16.0,20.0,15562,Rüdersdorf bei Berlin,Ernst-Thälmann-Str.,2026-05-02,2026-05-04,24,
10000-1205135458-S,"mobile Reinigungskraft (m/w/d), Berlin, keine Wochenendtätigkeit",Gebäudereiniger/in,Beilicke Service GmbH,True,KEINE_ANGABEN,,,,12435,Berlin,Neue Krugallee,2026-01-15,2026-06-19,5,True
13191-0065133718-S,Reinigungskraft Teilzeit Autohaus Berlin Zehlendorf (m/w/d),Gebäudereiniger/in,Wackler Holding SE,,STUNDENLOHN,,15.0,15.0,12681,Berlin,,2026-06-04,2026-06-30,8,False
14087-KAQIE5EESWVIUUGI-S,Reinigungskraft (m/w/d) Bankreinigung in Berlin Neukölln (1 h/Tag),Helfer/in - Reinigung,"KÖTTER SE & Co. KG Reinigung & Service, Essen",False,STUNDENLOHN,15.0,,,12351,Berlin,,2026-07-16,2026-07-16,9,False
10001-1002918671-S,Reinigungskraft (m/w/d) – Unterhaltsreinigung Berlin Ku`Damm,Gebäudereiniger/in,Aleksander Djoric NEW Gebäudereinigung,False,STUNDENLOHN,15.0,,,10707,Berlin,,2026-04-14,2026-07-15,8,
12016-10004757013-S,"Reinigungskraft m/w/d Frauenarzt  Berlin - Lichtenberg 27,25 €",Helfer/in - Reinigung,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,JAHRESGEHALT,2200.0,,,10587,Berlin,,2026-06-30,2026-07-01,7,False
10000-1207222329-S,Arztpraxis in Berlin-Hermsdorf sucht Reinigungskraft (m/w/d) in Festanstellung,Gebäudereiniger/in,Prof. Dr. Henryk Lexy,False,KEINE_ANGABEN,,,,13467,Berlin,Falkentaler Steig,2026-07-16,2026-07-16,15,False
14087-MYFJU8JO9G6VBK5Y-S,Reinigungskraft (m/w/d) in Berlin Tempelhof (3 Std./Tag),Helfer/in - Reinigung,"KÖTTER SE & Co. KG Reinigung & Service, Essen",False,STUNDENLOHN,15.0,,,12099,Berlin,,2026-07-01,2026-07-01,6,False
10001-1003305454-S,Reinigungskraft (m/w/d) für die Kita „Kieke Mal“ in Berlin-Lichtenberg,Gebäudereiniger/in,INDEPENDENT LIVING Stiftung,True,KEINE_ANGABEN,,,,13059,Berlin,Neubrandenburger Straße,2026-06-30,2026-06-30,9,
12016-10004822148-S,"Reinigungskraft / Putzhilfe m/w/d - 26,73 Euro - Teilzeit",Helfer/in - Reinigung,PerZukunft Arbeitsvermittlung GmbH&Co.KG,,STUNDENLOHN,12.5,,,13353,Berlin,,2026-07-09,2026-07-13,6,False
10001-1000294422-S,Reinigungskraft - Minijob 8 Std. (m/w/d),Gebäudereiniger/in,fonlos services GmbH & Co. KG,False,KEINE_ANGABEN,,,,12587,Berlin,Josef-Nawrocki-Str.,2024-06-04,2024-06-04,15,
10001-1003353992-S,"✨Reinigungskraft (ag) in Teilzeit, sicherer Arbeitsplatz 🧽",Gebäudereiniger/in,ampuls GmbH & Co. KG,,KEINE_ANGABEN,,,,16562,Hohen Neuendorf,,2026-07-08,2026-08-03,19,True
10001-1000925189-S,Reinigungskraft (m/w/d) – Starten Sie jetzt durch mit uns!,Gebäudereiniger/in,Job Zentrum - Arbeitsvermittlungsfirma Maria Ximena Lopez Henao,True,KEINE_ANGABEN,,,,10437,Berlin,Eberswalder Str.,2024-12-05,2024-12-05,3,True
13465-00021a667c0001-S,Reinigungskraft (m/w/d) Büroreinigung | Teilzeit | 6-12 Uhr | Berlin-Neukölln,Helfer/in - Reinigung,WISAG Job & Karriere GmbH & Co. KG,False,STUNDENLOHN,15.0,,,12347,Berlin,,2026-07-17,2026-07-17,7,True
12811-2096023-S,"Reinigungskraft (m/w/d), Berlin Alt-Hohenschönhausen Wassergrundstraße",Helfer/in - Reinigung,Geiger FM Reinigung Süd GmbH,False,KEINE_ANGABEN,,,,13053,Berlin,Wassergrundstraße 1,2026-01-16,2026-07-09,8,False
10000-1206984338-S,§16i SGB II - TaAM (w/m/x): Reinigungskraft,Gebäudereiniger/in,,True,KEINE_ANGABEN,,,,10553,Berlin,,2026-06-29,2026-06-29,7,False
13465-00021a668c0001-S,Mobile Reinigungskraft (m/w/d) Teilzeit | Potsdam-Teltow-Stahnsdorf,Helfer/in - Reinigung,WISAG Job & Karriere GmbH & Co. KG,False,STUNDENLOHN,15.0,,,14513,Teltow,,2026-07-17,2026-07-17,17,True
10001-1001608384-S,Reinigungskraft für Lebensmittelproduktion (m/w/d)- Reinigung und Hygiene – Bäckereibetrieb (m/w/d),Helfer/in - Reinigung,Bekarei GmbH,True,KEINE_ANGABEN,,,,12487,Berlin,Louis-Blériot-Strasse,2025-07-21,2026-07-22,10,True
13465-00021a667c8001-S,Reinigungskraft (m/w/d) Büroreinigung | Teilzeit | 17-20:30 | Falkenberg (Lichtenberg),Gebäudereiniger/in,WISAG Job & Karriere GmbH & Co. KG,False,STUNDENLOHN,15.0,,,13057,Berlin,,2026-07-17,2026-07-17,10,True
12811-2273319-S,"REINIGUNGSKRAFT* (MINIJOB), Filiale #20133 C",Anwendungssystemadministrator/in,NEW YORKER,False,KEINE_ANGABEN,,,,16356,Ahrensfelde bei Berlin,Landsberger Chaussee 17,2026-06-05,2026-07-03,12,False
10001-1002858301-S,Reinigungskraft (w/m/d) in TZ für das Restaurant Boujee in Berlin-Wilmersdorf,Helfer/in - Reinigung,Fav Cuisine GmbH,False,KEINE_ANGABEN,,,,10707,Berlin,Pariser Str.,2026-03-31,2026-07-14,7,
12016-10004753359-S,"Reinigungskraft m/w/d  ohne Wochenende ab 17,09€/h",Helfer/in - Reinigung,PerZukunft Arbeitsvermittlung GmbH&Co.KG,,STUNDENLOHN,17.09,,,13353,Berlin,,2026-06-30,2026-06-30,6,False
10001-1002991075-S,Reinigungskraft (m/w/d) für eine Schule in Neuenhagen / Teilzeit,Gebäudereiniger/in,3B Nord GmbH Gebäudeservice,False,KEINE_ANGABEN,,,,15366,Neuenhagen bei Berlin,,2026-04-28,2026-05-07,18,
10000-1203264939-S,Reinigungskraft (m/w/d) in Bernau und Umgebung gesucht,Gebäudereiniger/in,JoJos Raumgefühl Jördis Jetzschmann,False,KEINE_ANGABEN,,,,16321,Bernau bei Berlin,Friedenstaler Platz,2025-07-29,2026-07-01,20,True
10001-1003230567-S,Reinigungskraft (m/w/d) Urlaubsvertretung Minijob in 12207 Berlin/Lichterfelde,Gebäudereiniger/in,TIP-TOP Dienstleistungen GmbH,False,STUNDENLOHN,15.0,,,12207,Berlin,,2026-06-16,2026-07-13,13,
10000-1206615228-S,Reinigungskraft (m/w/d) gesucht | *Minijob in 16341 Panketal*,Gebäudereiniger/in,Katrin Kuhle Berliner Montagekonzept,False,KEINE_ANGABEN,,,,16341,Panketal,Beethovenstr.,2026-05-26,2026-07-20,18,True
10001-1002829818-S,Reinigungskraft (m/w/d) für Bernau und Umgebung gesucht,Hauswirtschafter/in (ohne Schwerpunkte),Mandy Kirstahler Leichter Leben Reinigung & Hauswirtschaft,False,KEINE_ANGABEN,,,,16341,Panketal,,2026-03-26,2026-07-09,16,True
10001-1002264962-S,Reinigungskraft (m/w/d) Springer Teilzeit in 13599 Berlin,Gebäudereiniger/in,TIP-TOP Dienstleistungen GmbH,False,STUNDENLOHN,14.25,,,13599,Berlin,,2025-12-08,2026-07-01,13,
10000-1205789618-S,Wir suchen eine engagierte Reinigungskraft (m/w/d)!,Gebäudereiniger/in,K & S Gebäudereinigungs- und Service GmbH,True,KEINE_ANGABEN,,,,16321,Bernau bei Berlin,Akazienweg,2026-03-10,2026-07-09,23,True
10000-1204640668-S,Reinigungskraft (w/m/d) in Voll- oder Teilzeit für Schulen in Steglitz-Zehlendorf,Helfer/in - Reinigung,cook&clean GmbH Schulverpflegung,False,KEINE_ANGABEN,,,,12157,Berlin,Körnerstraße,2026-02-09,2026-07-10,9,True
10000-1204493622-S,Reinigungskraft mit Kundenkontakt am Hauptbahnhof gesucht!,Gebäudereiniger/in,Hans Röder GmbH,True,KEINE_ANGABEN,,,,12357,Berlin,Kanalstr.,2025-11-14,2026-07-15,11,True
12016-10004843636-S,Nie wieder staubige Akten - Werden Sie Reinigungskraft m/w/d,Helfer/in - Reinigung,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,14052,Berlin,,2026-07-12,2026-07-13,12,False
10001-1001993810-S,Reinigungskraft (m/w/d) 2 - 3 x wöchentlich gesucht!,Gebäudereiniger/in,Allround Service GmbH & Co KG,,KEINE_ANGABEN,,,,12103,Berlin,,2025-10-15,2026-07-01,6,
10000-1202266564-S,"Reinigungskraft (m/w/d), Voll-/Teilzeit, unbefristet, Berlin",Gebäudereiniger/in,Polar GmbH Schnee- und Eisbeseitigung,True,KEINE_ANGABEN,,,,12524,Berlin,Semmelweisstr.,2025-04-17,2026-06-22,12,True
12811-2289096-S,"Reinigungskraft Teilzeit (w/m/d), McFIT Berlin-Gesundbrunnen GmbH & Co. KG",Helfer/in - Reinigung,JOHN REED,False,KEINE_ANGABEN,,,,13355,Berlin,Brunnenstraße 105-109,2026-07-02,2026-07-02,5,False
13465-00021a663d0001-S,Reinigungskraft (m/w/d) Büroreinigung | Teilzeit | 05:00 bis 09:00 Uhr | Dahlem,Gebäudereiniger/in,WISAG Job & Karriere GmbH & Co. KG,False,STUNDENLOHN,15.0,,,14195,Berlin,,2026-07-08,2026-07-15,11,True
13465-00021a668b8001-S,Reinigungskraft (m/w/d) Ladenreinigung | Minijob | 7 - 8:45 Uhr | Stahnsdorf,Helfer/in - Reinigung,WISAG Job & Karriere GmbH & Co. KG,False,STUNDENLOHN,15.0,,,14532,Stahnsdorf,,2026-07-17,2026-07-17,22,True
10001-1002991141-S,Reinigungskraft (m/w/d) für eine Kita / Hort in Teltow / Teilzeit,Gebäudereiniger/in,3B Nord GmbH Gebäudeservice,False,KEINE_ANGABEN,,,,14513,Teltow,,2026-04-28,2026-07-15,17,
10000-1205248270-S,Reinigungskraft in Teilzeit für kleines Hotel in Berlin-Steglitz gesucht,Helfer/in - Reinigung,Leo Ellenzweig Hotel Eckstein,False,KEINE_ANGABEN,,,,12163,Berlin,Schildhornstr.,2026-02-17,2026-06-30,9,False
12016-10004733462-S,"Reinigungskraft-Restaurant-13,00 EUR-Berlin-Vollzeit (m/w/d)",Helfer/in - Reinigung,PerZukunft Arbeitsvermittlung GmbH&Co.KG GmbH & Co. KG,True,STUNDENLOHN,13.0,,,12681,Berlin,,2026-06-25,2026-06-26,8,False
13465-00021a663cc001-S,Reinigungskraft (m/w/d) Büroreinigung | Teilzeit | 14:00-20:00 Uhr | Lankwitz | Steglitz-Zehlendorf,Gebäudereiniger/in,WISAG Job & Karriere GmbH & Co. KG,False,JAHRESGEHALT,15.0,,,12247,Berlin,,2026-07-17,2026-07-17,10,True
13465-00021a65d8b001-S,Reinigungskraft (m/w/d) Ladenreinigung | Vollzeit | Teilzeit | Reinickendorf (Kurt-Schumacher-Platz),Helfer/in - Reinigung,WISAG Job & Karriere GmbH & Co. KG,False,KEINE_ANGABEN,,,,13405,Berlin,,2026-06-23,2026-07-22,9,True
18011-k59915.3237-S,Reinigungskraft (w/m/d) in 16540 Hohen Neuendorf (ID 3237),Gebäudereiniger/in,RWS Gebäudeservice GmbH,False,STUNDENLOHN,15.0,,,16540,Hohen Neuendorf,,2026-03-09,2026-07-21,20,True
12811-2257953-S,"Reinigungskraft in Teilzeit (30 Std./Woche), Hedwigshöhe",Helfer/in - Reinigung,Alexianer Agamus GmbH,False,KEINE_ANGABEN,,,,12526,Berlin,Höhensteig 1,2026-05-14,2026-07-17,15,False
17710-0066047588-S,"Reinigungskraft, Mo bis Fr Teilzeit, 5-11 oder 7-12.30 Uhr, Wilmersdorf (m/w/d)",Helfer/in - Reinigung,Klüh Cleaning GmbH,,STUNDENLOHN,,15.0,15.0,13409,Berlin,,2026-07-13,2026-07-14,7,False
12811-2257955-S,"Reinigungskraft in Teilzeit (30 Std./Woche), St. Joseph-Krankenhaus Weißensee",Gebäudereiniger/in,Alexianer Agamus GmbH,False,KEINE_ANGABEN,,,,13088,Berlin,Gartenstraße 1,2026-05-14,2026-07-17,5,False
13465-00021a65478001-S,"Reinigungskraft (m/w/d) Falkensee, Nauen, Brieselang, Dallgow, Ketzin, Brandenburg",Gebäudereiniger/in,WISAG Job & Karriere GmbH & Co. KG,True,KEINE_ANGABEN,,,,14624,Dallgow-Döberitz,,2026-06-03,2026-07-02,23,True
10001-1002859056-S,"Reinigungskraft (m/w/d) – Minijob | Kita Berlin-Buch (1,5 Std./Tag)",Gebäudereiniger/in,Aleksander Djoric NEW Gebäudereinigung,False,STUNDENLOHN,15.0,,,13125,Berlin,,2026-03-31,2026-04-01,13,
12811-2264238-S,"Reinigungskraft Teilzeit (w/m/d), McFIT Berlin-Reinickendorf GmbH & Co. KG",Helfer/in - Reinigung,McFIT GmbH & Co. KG,False,KEINE_ANGABEN,,,,13469,Berlin,Oraniendamm 64,2026-05-22,2026-07-17,13,False
10000-1199300016-S,REINIGUNGSKRAFT / TECHNISCHE REINIGUNG FÜR GEBRAUCHTE TECHNIK (ALL GENDERS),Helfer/in - Reinigung,Interzero CSG GmbH,True,KEINE_ANGABEN,,,,12529,Schönefeld bei Berlin,,2024-06-25,2026-07-22,15,True
10001-1001636152-S,Zur Unterstützung unseres Teams suchen wir eine Reinigungskraft (w/m/d) Minijob,Helfer/in - Reinigung,Frank Marufke Arbeiten rund ums Haus,False,KEINE_ANGABEN,,,,15566,Schöneiche bei Berlin,,2025-07-30,2025-08-21,20,True
13465-00021a654ce001-S,"Reinigungskraft (m/w/d) Ost-Brandenburg (Storkow, Bad Saarow, Gosen) 15 Euro/h",Gebäudereiniger/in,WISAG Job & Karriere GmbH & Co. KG,False,STUNDENLOHN,15.0,,,16356,Ahrensfelde bei Berlin,,2026-06-03,2026-07-02,15,True
10001-1002418609-S,🛏️🧼Reinigungskraft/ Bettenaufbereiter (ag): pünktliche Entlohnung nach Tarif 🛏️🧼,Helfer/in - Reinigung,ampuls GmbH & Co. KG,,KEINE_ANGABEN,,,,16761,Hennigsdorf,,2026-01-15,2026-07-06,20,True
10001-1003308625-S,Reinigungskraft (m/w/d) | ab 01.10.2026 | 25 Std./Woche | Amarita Hohen Neuendorf,Gebäudereiniger/in,EMVIA Living GmbH - Zentrale -,False,KEINE_ANGABEN,,,,16540,Hohen Neuendorf,Schönfließer Straße,2026-06-30,2026-07-20,20,True
10001-1003314611-S,Flexible Haushaltshilfe (m/w/d) in Vollzeit gesucht,Helfer/in - Hauswirtschaft,Sven Weber Immobilienbetreuung Grundstücks- & Gebäudesanier ung,True,KEINE_ANGABEN,,,,12347,Berlin,Hannemannstr.,2026-07-01,2026-07-14,6,True
